B cancel rate,priority_4
month,Old priority,New priority
1,0.0285937282826014,0.0284169546916062
2,0.028270393586728,0.0281085011278102
3,0.0297461664643651,0.0285706056023619
4,0.0295160492600379,0.0273303553083169
5,0.031180645154615,0.0303044122992132
6,0.0299945629191083,0.0292094681193101
