R burn per order,priority_4
month,Old priority,New priority
1,24.2115313271924,23.53811981148974
2,23.4503456827412,23.26822034947272
3,24.934026422366,25.01020945946972
4,25.4233446286159,26.21364978528417
5,27.875799511137,27.19884771534944
6,29.3111562898536,27.79420229290401
