B2c per order,Priority 5
month,Priority
1,1.8008493559828262
2,1.9161655362974128
3,2.4641426126640043
4,0.4451951526597418
5,0.7348475609756097
6,0.1966619559072922
7,0.0444811253050093
8,0.0172332768839966
9,0.0075692383778437
