Ted per order,Priority 5
month,Priority
1,12.376947918611162
2,11.189721175584024
3,10.785822019395322
4,8.831388101983002
5,9.214620426829269
6,8.45338185415489
7,9.052569255059566
8,8.427392040643522
9,8.293325914935707
