Orders per eff online,Priority 5
month,Priority
1,0.3682546229463119
2,0.3548286465528767
3,0.3719025797691785
4,0.2868105082603593
5,0.2992427698202718
6,0.333160694947973
7,0.3524917783961548
8,0.2670133393624237
9,0.25694135586759
