Tri per order,Priority 5
month,Priority
1,9.225279074108643
2,9.250871640291384
3,9.351801483171704
4,8.445275417060119
5,8.71822256097561
6,8.55876483889203
7,8.692130041624802
8,8.818033446232006
9,9.288907022749752
