Ted gmv,Priority 5
month,Priority
1,0.2991698563740528
2,0.2726778160092506
3,0.262127435089669
4,0.2314900327050094
5,0.2388023786882465
6,0.225466808117104
7,0.2349364269071005
8,0.2160455454464891
9,0.2037369068207455
