B2c gmv,Priority 5
month,Priority
1,0.0435292971032508
2,0.0466942674755702
3,0.0598859671141674
4,0.0116695404232291
5,0.0190440123852844
6,0.0052453259821322
7,0.0011543945535821
8,0.0004417941738413
9,0.0001859487050079
