P2c burn per order,priority_5
month,Old priority,New priority
1,13.519416233353,13.307193699077
2,10.05218830964,9.962204819735
3,10.493677082047,10.350617607344
4,11.118925561517,11.059546282394
5,11.177252658708,10.637727061614
6,11.497407283101,11.251538595408
