Tri per order,Priority 0
month,Priority
1,8.355797665369652
2,8.639658801561705
3,8.565100823045267
4,8.075316455696202
5,7.964951560818084
6,8.07842105263158
7,8.030051314945478
8,7.69790987535954
9,7.81238320520402
