P2c gmv,Priority 0
month,Priority
1,0.1066507853573673
2,0.1083062314191113
3,0.089198647264223
4,0.0803227859929921
5,0.0949382384922775
6,0.0956320422256988
7,0.0882312648247527
8,0.0776088758404516
9,0.0722789909812466
