Tri per order,Priority 2
month,Priority
1,51.44268558700722
2,51.021120923495744
3,54.6285822541894
4,53.26711254659481
5,53.32485051819433
6,53.51342733628143
7,52.943411736689285
8,53.0652158538541
9,53.36284261136121
