Ted gmv,Priority 2
month,Priority
1,0.2443994472437244
2,0.2248921833962566
3,0.181540908050276
4,0.2165672157332616
5,0.2004955694155184
6,0.2096843094604367
7,0.2185285608398808
8,0.2250585747477276
9,0.227018524291589
