B p1p2,Priority 2
month,Priority
1,0.0154134006041678
2,0.0147764176667053
3,0.0133675131208872
4,0.0132427068536301
5,0.0124102945073693
6,0.0121690226720031
7,0.0125189436876243
8,0.0124147364969382
9,0.0115524377241751
