Orders per eff online,Priority 2
month,Priority
1,12.860024037960525
2,12.09932137225892
3,5.06362140862313
4,5.130762403633643
5,5.181332266453291
6,4.9836180602294045
7,5.114112687366167
8,4.90049793956044
9,4.640817679688841
