P2c burn per order,Priority 2
month,Priority
1,12.24960089872878
2,9.7699676905086
3,9.465574842472687
4,10.468213438976491
5,10.25432886460542
6,10.467034388729417
7,8.960439056176423
8,10.394321227729016
9,10.90407105125186
