Ted per order,Priority 2
month,Priority
1,59.18816296509187
2,54.8296695682825
3,43.84364377294912
4,51.96565990794664
5,48.56110730352088
6,51.14300305153999
7,53.05615564479302
8,55.441744336320994
9,56.47872482022878
