B p1,Priority 2
month,Priority
1,0.0950598183449448
2,0.0711261636294012
3,0.0742422293196313
4,0.0740733881271019
5,0.074193450778361
6,0.0747774023519265
7,0.0737921835011343
8,0.073734881977417
9,0.0707753156412104
