R burn,priority_5
month,Old priority,New priority
1,4397830.0,3805732.0
2,3718826.0,4310959.0
3,14801381.0,4246955.0
4,4133483.0,4823428.0
5,4244373.0,2948975.0
6,5206440.0,2823086.0
