Healthy stores,priority_5
month,Old priority,New priority
1,425.6774193548387,335.52
2,447.5517241379311,450.7931034482759
3,413.5161290322581,401.64516129032256
4,430.6666666666667,410.26666666666665
5,444.4193548387097,324.80645161290323
6,438.53333333333336,325.8666666666667
