Daily orders,priority_5
month,Old priority,New priority
1,219.06451612903223,196.04
2,212.7586206896552,227.31034482758625
3,372.1290322580645,201.93548387096772
4,198.2333333333333,189.5
5,193.67741935483872,152.5483870967742
6,207.7333333333333,145.66666666666666
