B2c per order,priority_5
month,Old priority,New priority
1,75.087468708585,85.749642930014
2,214.235980551053,260.950394417476
3,516.823509015257,176.682747603834
4,82.555910543131,49.578715919085
5,35.0754497002,8.085641784733
6,94.254011553273,22.185125858124
