P2c burn per order,priority_5
month,Old priority,New priority
1,470.454572227949,485.2175066313
2,457.758184764992,458.02260315534
3,420.957784327323,443.51821086262
4,468.646040020178,468.439753737907
5,500.597934710193,467.517445548742
6,562.823010269576,580.918306636156
