B2c gmv,Priority 3
month,Priority
1,0.0159711446319264
2,0.0172616103031962
3,0.0230984986781376
4,0.0590960836496069
5,0.0292296842637793
6,0.0482105385961057
7,0.0571759614330539
8,0.0542512867949646
9,0.0516156774808922
