Orders per eff online,Priority 3
month,Priority
1,1.749063670411985
2,2.8647636874122604
3,0.876770538243626
4,1.4734848484848484
5,0.461690071446169
6,0.6258178158027177
7,0.6834009826960051
8,0.7756578947368421
9,0.8429404900816803
