R burn per order,Priority 3
month,Priority
1,1012.4950611314498
2,1079.227213328977
3,460.4200323101777
4,1991.88174807198
5,938.8970117395944
6,1322.8246883795737
7,1159.460143794936
8,1246.016963528414
9,1288.9011627906975
