Daily online hours,Priority 3
month,Priority
1,2451.990860215054
2,1291.060890804593
3,209.09397849462377
4,83.1900925925926
5,1144.6905107526866
6,1164.7747499999994
7,1323.744471326166
8,1304.556281362007
9,1267.9789814814849
