Ted gmv,Priority 3
month,Priority
1,0.1797865702495798
2,0.1964095703661346
3,0.1192357901019964
4,0.30902244751687
5,0.1801973805463176
6,0.2317941148891078
7,0.2322978288844546
8,0.2300399831241619
9,0.2435244167929267
