B cancel rate,Old_2_vs_New_1
month,Old priority,New priority
1,0.01150030726,0.01194138971
2,0.01080475773,0.01060849309
3,0.01039831245,0.01047201047
4,0.00892419339,0.00835030025
5,0.007084455443,0.007228182302
