Ted gmv,Priority 3
month,Priority
1,0.3465576099938619
2,0.3713887430730777
3,0.2790759791975468
4,0.249423536583312
5,0.3245946385144237
6,0.3294443454732491
7,0.3493199107057707
8,0.3250497106037159
9,0.3557395466845546
