Ted per order,Priority 3
month,Priority
1,15.218506767250942
2,16.079086391770552
3,11.880449387199272
4,10.602228782287822
5,14.80790115532734
6,14.353952205882353
7,14.7909169550173
8,13.776051835853131
9,14.894367596484525
