Asp,Priority 3
month,Priority
1,28.6948465350196
2,27.215404062418276
3,30.69021334543804
4,31.90470110701107
5,30.811771501925545
6,29.21623621323529
7,27.55112110726644
8,28.60531749460043
9,26.97437523882308
