B cancel rate,Priority 3
month,Priority
1,0.0218813762048828
2,0.0308571428571428
3,0.0318201103097157
4,0.0284130284130284
5,0.0319148936170212
6,0.0299017513882956
7,0.0268434670116429
8,0.0129544504805683
9,0.0177923021060275
