R burn per order,Priority 3
month,Priority
1,8.498267140004437
2,9.764283846220906
3,6.1231638674534725
4,5.134937269372694
5,6.121450577663671
6,6.933492647058824
7,8.526038062283737
8,8.200622030237582
9,9.932735957202905
