P2c burn per order,Priority 3
month,Priority
1,4.243669846904815
2,3.923924679626885
3,3.1270540172492054
4,3.0391365313653136
5,3.3847946084724003
6,2.8825
7,3.645262975778546
8,3.3174341252699784
9,3.063840275124188
