Tri per order,Priority 3
month,Priority
1,9.01991864507063
2,8.565846918315753
3,9.02457557875624
4,9.267121771217711
5,9.863074454428755
6,9.345395220588236
7,8.645262975778545
8,8.664371490280777
9,8.026255254107758
