Bad rating rate,Priority 2
month,Priority
1,0.0295341200363597
2,0.0266333692062878
3,0.0267987061249699
4,0.0280124308917962
5,0.0267575585002847
6,0.0267092643542207
7,0.0254415924008751
8,0.0256454104798858
9,0.0250153557314543
