R burn gmv,Priority 2
month,Priority
1,0.2810611253055033
2,0.2713823202405169
3,0.1992158210651096
4,0.2206076262838658
5,0.2091604294783459
6,0.2169054023920701
7,0.2230785819735079
8,0.2290164910320095
9,0.2396205079179792
