Ted gmv,Priority 2
month,Priority
1,0.4331979016660416
2,0.4212791700946489
3,0.3404803161535746
4,0.3636702019477729
5,0.3381919009663255
6,0.3709770153639983
7,0.3611039369833798
8,0.3805840697835824
9,0.3836089160670195
