B2c gmv,Priority 2
month,Priority
1,0.0395685230508588
2,0.0383890239077967
3,0.0343374939924981
4,0.0390704341406986
5,0.0355328739972977
6,0.0596302200203921
7,0.0526094292731889
8,0.0558136972059631
9,0.0487023581011515
