Daily orders,Old_3_vs_New_2
month,Old priority,New priority
1,1216.032258064516,18997.032258064515
2,1168.8275862068965,19021.13793103448
3,743.5483870967741,19615.225806451614
4,278.3666666666667,19841.63333333333
5,467.2258064516129,21686.8064516129
6,568.2,23529.6
