Orders per eff online,Old_3_vs_New_2
month,Old priority,New priority
1,3.764805752521722,5.308107620893235
2,2.6460577673692427,4.871013033803116
3,1.6038129696632342,4.998290261063984
4,0.6643067377296953,4.607333044366698
5,1.1364456649666537,4.761672380088959
6,1.4459241665959792,4.974685685290636
