B p1p2,Old_3_vs_New_2
month,Old priority,New priority
1,0.00969159179,0.01032871074
2,0.00761079092,0.009326462516
3,0.006271565424,0.008954069853
4,0.003820605258,0.009033866874
5,0.004647707117,0.008838347714
