Bad rating rate,Old_3_vs_New_2
month,Old priority,New priority
1,0.03397385103,0.02424214439
2,0.03128307656,0.02332227789
3,0.03546185718,0.02590028859
4,0.02186495177,0.02617895688
5,0.02987777275,0.0265105022
