Bad rating rate,Priority 1
month,Priority
1,0.0275206404803602
2,0.0425273390036452
3,0.0288928480529396
4,0.0288830715532286
5,0.0289012091542839
6,0.0280659569894185
7,0.0269067264997981
8,0.0248861278153115
9,0.0258226152105628
