B p1,Priority 1
month,Priority
1,0.0921867058810408
2,0.0758771493380077
3,0.078013612177888
4,0.0825488286738091
5,0.0794048333643003
6,0.0782175518868675
7,0.0760394828566146
8,0.0802538222476113
9,0.0797652527169632
