Orders per eff online,Priority 1
month,Priority
1,2.1949478308621635
2,2.4964610717896867
3,19.549208876505126
4,19.568099638409
5,21.21042010640249
6,19.52234398072589
7,17.2676295133438
8,17.746440757736206
9,17.480611818127503
