Daily orders,Priority 1
month,Priority
1,128.93548387096774
2,85.13793103448276
3,6337.096774193548
4,6494.0
5,7459.225806451613
6,8373.133333333333
7,8870.548387096775
8,9730.774193548386
9,9752.433333333332
