B2c gmv,Old_1_vs_New_Rs,,,B2c gmv,Old_2_vs_New_1,,,B2c gmv,Old_3_vs_New_2,,,B2c gmv,priority_4,,,B2c gmv,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
R burn,Old_1_vs_New_Rs,,,R burn,Old_2_vs_New_1,,,R burn,Old_3_vs_New_2,,,R burn,priority_4,,,R burn,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
1,7672985000.0%,7672985000.0%,,1,335106204600.0%,4877440100.0%,,1,4954023200.0%,321190277200.0%,,1,67262802000.0%,35810129400.0%,,1,12137834400.0%,11442414000.0%
2,9949361500.0%,9949361500.0%,,2,272173810200.0%,1820725400.0%,,2,10685888600.0%,270866337100.0%,,2,62562433400.0%,33507555300.0%,,2,13245852200.0%,18086063900.0%
3,17161073400.0%,17161073400.0%,,3,313935945400.0%,267807769600.0%,,3,19508538800.0%,85197567000.0%,,3,84955617500.0%,53845867400.0%,,3,19964415300.0%,20945684700.0%
4,13876477400.0%,13876477400.0%,,4,339847233800.0%,263780993600.0%,,4,2477625400.0%,114081123300.0%,,4,80419608900.0%,40597138100.0%,,4,15494057500.0%,15223062400.0%
5,17851530500.0%,17851530500.0%,,5,406497611100.0%,318432753100.0%,,5,2821993600.0%,106007252200.0%,,5,91369728400.0%,69729584100.0%,,5,16433622100.0%,17010245100.0%
6,21735148800.0%,21735148800.0%,,6,445777799500.0%,345567201200.0%,,6,3624371500.0%,150669262900.0%,,6,110512681700.0%,43674493100.0%,,6,17654726500.0%,14376871300.0%
,,,
R burn gmv,Old_1_vs_New_Rs,,,R burn gmv,Old_2_vs_New_1,,,R burn gmv,Old_3_vs_New_2,,,R burn gmv,priority_4,,,R burn gmv,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
1,15.2214136%,15.2214136%,,1,28.138854000000002%,20.5045435%,,1,9.5388164%,28.106112500000002%,,1,16.7431952%,17.497880900000002%,,1,10.4718523%,10.009343699999999%
2,17.5784875%,17.5784875%,,2,27.1750751%,18.514646600000003%,,2,22.1907726%,27.138232000000002%,,2,16.497725199999998%,17.174086199999998%,,2,11.399047900000001%,13.455719599999998%
3,20.341553700000002%,20.341553700000002%,,3,27.3546736%,29.019116900000004%,,3,28.4471865%,19.9215821%,,3,18.3473416%,18.7571496%,,3,13.423685099999998%,15.3950132%
4,17.365431700000002%,17.365431700000002%,,4,27.7489437%,28.9289806%,,4,16.7126153%,22.0607626%,,4,19.5045327%,19.5550484%,,4,13.768493200000002%,15.054034799999998%
5,17.7855107%,17.7855107%,,5,28.0146291%,29.529991300000002%,,5,15.4821606%,20.9160429%,,5,19.5657855%,21.753560099999998%,,5,13.305694%,13.953249900000001%
6,21.3220436%,21.3220436%,,6,27.3806003%,29.236949099999997%,,6,18.9470034%,21.6905402%,,6,20.5527872%,20.4723063%,,6,13.9118252%,12.8249289%
,,,
R burn per order,Old_1_vs_New_Rs,,,R burn per order,Old_2_vs_New_1,,,R burn per order,Old_3_vs_New_2,,,R burn per order,priority_4,,,R burn per order,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
1,633293.5787388576%,633293.5787388576%,,1,1317811.178575642%,1220275.2314235677%,,1,777467.5455116133%,1315135.4777951569%,,1,719888.7140793065%,747414.6226415094%,,1,447395.29671949876%,495578.5872060288%
2,731785.9296852014%,731785.9296852014%,,2,1245156.644066866%,737434.345889024%,,2,1211689.3752126093%,1245740.4872283086%,,2,708721.986972529%,772010.1214201782%,,2,495579.6243639629%,592170.2540763539%
3,870634.3361574755%,870634.3361574755%,,3,1286506.7305406888%,1363236.2921863068%,,3,1349885.0539717688%,891868.9689825913%,,3,814078.6283754%,847059.3285930026%,,3,598274.3572070722%,699845.79170704%
4,696295.7198053089%,696295.7198053089%,,4,1280697.7430745286%,1353972.8652089108%,,4,745374.6690734054%,979371.615844236%,,4,866627.9678003362%,862172.9585660585%,,4,622251.3052208835%,668557.8568291612%
5,699127.84914232%,699127.84914232%,,5,1289666.1477303011%,1377089.869656974%,,5,669512.1233689205%,901046.7764281888%,,5,863216.3895397172%,990603.6865508377%,,5,592843.5101010101%,617588.6831499838%
6,891734.9963075409%,891734.9963075409%,,6,1266201.970408369%,1375698.4689124739%,,6,834916.2635337478%,968535.5409992028%,,6,947451.8758251745%,890534.6960830292%,,6,626342.870826977%,587698.6183215468%
,,,
Ted,Old_1_vs_New_Rs,,,Ted,Old_2_vs_New_1,,,Ted,Old_3_vs_New_2,,,Ted,priority_4,,,Ted,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
