Complete orders,Priority 0,Priority 1,Priority 2,Priority 3,Priority 4,Priority 5
month,New Rs,Priority 1,Priority 2,Priority 3,Priority 4,Priority 5
1,12116,3997,244226,41582,47912,23089
2,13596,2469,217434,48558,43403,30542
3,19711,196450,95527,9824,63568,29929
4,19929,194820,116484,5017,47087,22770
5,25534,231236,117649,6160,70391,27543
6,24374,251194,155564,20965,49043,24463
7,21681,274987,149912,19504,45427,21172
