R burn gmv,Priority 4
month,Priority
1,0.1749788089261218
2,0.1717408616213044
3,0.18757149554524
4,0.1955504838857792
5,0.2175356006948726
6,0.204723062796515
7,0.2176410197140457
8,0.2348808942247288
9,0.2497064897637679
