Orders per eff online,Priority 4
month,Priority
1,2.5186353361720024
2,2.010701380524414
3,2.7001953954634272
4,2.037075492104694
5,2.9069172000825936
6,2.472797862148944
7,2.28805278533293
8,2.2695911805236566
9,2.192567061291773
