Bad rating rate,Priority 4
month,Priority
1,0.0301803306061112
2,0.0285464138423611
3,0.0307701988421847
4,0.0301781808142374
5,0.0312255828159849
6,0.0318088208306995
7,0.0329099434257159
8,0.0273229573559472
9,0.0307338299956712
