Exposure per eff online,Priority 4
month,Priority
1,444.8151711086579
2,439.8867784675252
3,540.4703508622887
4,430.9836037205278
5,525.7671278133388
6,487.47834417385167
7,445.9468117255968
8,423.4634818557648
9,414.1853738948
