B p2,Priority 4
month,Priority
1,0.0816988374276394
2,0.0893768798743645
3,0.0939049045011938
4,0.0869726370177356
5,0.095927691982636
6,0.0928675205005202
7,0.0990776627581808
8,0.0980849852492107
9,0.1001297612714992
