Ted gmv,Priority 4
month,Priority
1,0.3190326233241107
2,0.3152693337692032
3,0.3340831774827539
4,0.3203987037348996
5,0.3522103601958676
6,0.3125744949231705
7,0.3193586148185679
8,0.3543428031856121
9,0.3822644655717526
