B2c per order,Priority 4
month,Priority
1,715.1723159125063
2,1578.3839365942447
3,1835.169110244148
4,900.4871620617155
5,1987.340881646801
6,468.872866668026
7,518.0049309881788
8,762.0868870043919
9,1660.2949673068597
