Exposure uv,Old_3_vs_New_2
1,4.061971968709,8.090965063782
2,6.967652033606,6.113295981464
3,3.792494884307,7.812242969824
4,11.409545235572,11.074410437915
5,6.163942869509,6.829738146237
6,6.005517096117,7.550647144856

B2c gmv,Old_3_vs_New_2
month,Old priority,New priority
1,0.0180798,0.03340917
2,0.03028189,0.02507461
3,0.01585862,0.03234771
4,0.04807815,0.04615268
5,0.02472452,0.02819813
6,0.02389451,0.03095736

R burn per order,Old_3_vs_New_2
month,Old priority,New priority
1,21.6945347131682,38.8475970025807
2,25.0438134980248,38.94640589631
3,31.9896030221942,26.5658259606522
4,21.5089632912612,30.4230360310553
5,27.6078071124576,31.4770402926783
6,33.6953696552693,33.1253215179544

Imperfect order rate,Old_3_vs_New_2
month,Old priority,New priority
1,0.0267275097783572,0.0192651881976749
2,0.0257608635174984,0.019107263722492
3,0.0268849362505902,0.0212302996418803
4,0.0274592928027748,0.0202642887911297
5,0.026401211858905,0.020584151948074
6,0.0261180930983641,0.0199456354645265

Daily orders,Old_3_vs_New_2
month,Old priority,New priority
1,395.8709677419355,59711.58064516129
2,619.7586206896551,60065.62068965517
3,1024.6774193548388,17078.451612903227
4,345.96666666666664,19655.266666666663
5,447.1935483870968,20888.290322580644
6,474.76666666666665,23201.4


P2c gmv,Old_3_vs_New_2
month,Old priority,New priority
1,0.05574874,0.05058099
2,0.04209995,0.040073
3,0.04293077,0.03919357
4,0.04485025,0.04362635
5,0.04511627,0.04233733
6,0.04270279,0.04291443

Total p2c burn,Old_3_vs_New_2
month,Old priority,New priority
1,153706.99,22674733.99
2,174102.75,17018336.03
3,326119.8,5011378.22
4,110469.13,6172665.8
5,155926.96,6640057.35
6,152865.68,7285495.55

Daily online hours,Old_3_vs_New_2
month,Old priority,New priority
1,1293.1074551971328,36111.71315412186
2,1548.4706896551725,38767.87921455939
3,2371.3252419354844,22235.253458781364
4,2061.7056388888886,26138.56129629629
5,2794.724112903225,27169.251478494625
6,2848.5037407407413,31946.794175925923

B2c total burn,Old_3_vs_New_2
month,Old priority,New priority
1,49848.52,14976853.7
2,125229.61,10648768.61
3,120468.6,4136051.42
4,118419.67,6530114.71
5,85450.74,4422508.15
6,85536.58,5255567.54

B2c per order,Old_3_vs_New_2
month,Old priority,New priority
1,4.061971968709,8.090965063782
2,6.967652033606,6.113295981464
3,3.792494884307,7.812242969824
4,11.409545235572,11.074410437915
5,6.163942869509,6.829738146237
6,6.005517096117,7.550647144856

B2c gmv,Old_3_vs_New_2
month,Old priority,New priority
1,0.0180798,0.03340917
2,0.03028189,0.02507461
3,0.01585862,0.03234771
4,0.04807815,0.04615268
5,0.02472452,0.02819813
6,0.02389451,0.03095736

R burn per order,Old_3_vs_New_2
month,Old priority,New priority
1,21.6945347131682,38.8475970025807
2,25.0438134980248,38.94640589631
3,31.9896030221942,26.5658259606522
4,21.5089632912612,30.4230360310553
5,27.6078071124576,31.4770402926783
6,33.6953696552693,33.1253215179544

Imperfect order rate,Old_3_vs_New_2
month,Old priority,New priority
1,0.0267275097783572,0.0192651881976749
2,0.0257608635174984,0.019107263722492
3,0.0268849362505902,0.0212302996418803
4,0.0274592928027748,0.0202642887911297
5,0.026401211858905,0.020584151948074
6,0.0261180930983641,0.0199456354645265

Daily orders,Old_3_vs_New_2
month,Old priority,New priority
1,395.8709677419355,59711.58064516129
2,619.7586206896551,60065.62068965517
3,1024.6774193548388,17078.451612903227
4,345.96666666666664,19655.266666666663
5,447.1935483870968,20888.290322580644
6,474.76666666666665,23201.4


P2c gmv,Old_3_vs_New_2
month,Old priority,New priority
1,0.05574874,0.05058099
2,0.04209995,0.040073
3,0.04293077,0.03919357
4,0.04485025,0.04362635
5,0.04511627,0.04233733
6,0.04270279,0.04291443

Total p2c burn,Old_3_vs_New_2
month,Old priority,New priority
1,153706.99,22674733.99
2,174102.75,17018336.03
3,326119.8,5011378.22
4,110469.13,6172665.8
5,155926.96,6640057.35
6,152865.68,7285495.55

Daily online hours,Old_3_vs_New_2
month,Old priority,New priority
1,1293.1074551971328,36111.71315412186
2,1548.4706896551725,38767.87921455939
3,2371.3252419354844,22235.253458781364
4,2061.7056388888886,26138.56129629629
5,2794.724112903225,27169.251478494625
6,2848.5037407407413,31946.794175925923

B2c total burn,Old_3_vs_New_2
month,Old priority,New priority
1,49848.52,14976853.7
2,125229.61,10648768.61
3,120468.6,4136051.42
4,118419.67,6530114.71
5,85450.74,4422508.15
6,85536.58,5255567.54

B2c per order,Old_3_vs_New_2
month,Old priority,New priority
1,4.061971968709,8.090965063782
2,6.967652033606,6.113295981464
3,3.792494884307,7.812242969824
4,11.409545235572,11.074410437915
5,6.163942869509,6.829738146237
6,6.005517096117,7.550647144856

B2c gmv,Old_3_vs_New_2
month,Old priority,New priority
1,0.0180798,0.03340917
2,0.03028189,0.02507461
3,0.01585862,0.03234771
4,0.04807815,0.04615268
5,0.02472452,0.02819813
6,0.02389451,0.03095736

R burn per order,Old_3_vs_New_2
month,Old priority,New priority
1,21.6945347131682,38.8475970025807
2,25.0438134980248,38.94640589631
3,31.9896030221942,26.5658259606522
4,21.5089632912612,30.4230360310553
5,27.6078071124576,31.4770402926783
6,33.6953696552693,33.1253215179544

Imperfect order rate,Old_3_vs_New_2
month,Old priority,New priority
1,0.0267275097783572,0.0192651881976749
2,0.0257608635174984,0.019107263722492
3,0.0268849362505902,0.0212302996418803
4,0.0274592928027748,0.0202642887911297
5,0.026401211858905,0.020584151948074
6,0.0261180930983641,0.0199456354645265

Daily orders,Old_3_vs_New_2
month,Old priority,New priority
1,395.8709677419355,59711.58064516129
2,619.7586206896551,60065.62068965517
3,1024.6774193548388,17078.451612903227
4,345.96666666666664,19655.266666666663
5,447.1935483870968,20888.290322580644
6,474.76666666666665,23201.4

