Daily orders,priority_5
month,Old priority,New priority
1,291.5806451612903,260.8709677419355
2,257.58620689655174,208.51724137931035
3,254.96774193548387,191.5806451612904
4,196.3,146.36666666666667
5,195.3870967741936,143.93548387096774
6,215.66666666666663,145.46666666666667
