Ted,priority_5
month,Old priority,New priority
1,11898770.0,11556840.0
2,10490965.0,8271118.0
3,10979850.0,7664274.0
4,6792133.0,4955425.0
5,7544881.0,5370981.0
6,9842976.0,5445191.0
