R burn gmv,priority_5
month,Old priority,New priority
1,0.086104,0.1033198695759028
2,0.074437539,0.0779757572299903
3,0.074338362,0.0768065955090024
4,0.067790878,0.0690035856510951
5,0.078490118,0.0775810239917444
6,0.093483302,0.0708572229840389
