R burn per order,priority_5
month,Old priority,New priority
1,761.7458789689125,892.2104612340794
2,680.879250334672,694.341326277493
3,692.2747975708502,697.7619127799293
4,619.8488707760231,617.5684354361193
5,710.3372956909361,682.8534289556253
6,871.250231839258,644.7364802933089
