P2c gmv,Priority 1
month,Priority
1,0.1173354606469706
2,0.1125010802567109
3,0.0594278882679581
4,0.0557762049493163
5,0.0682258465419527
6,0.067673108833112
7,0.0703615922280345
8,0.0624402200864592
9,0.0608898173118544
