R burn per order,Priority 1
month,Priority
1,8.363848088531187
2,6.096352941176471
3,13.028569286517556
4,13.073326643730883
5,11.715960905955024
6,11.694454763484206
7,11.157850561379702
8,11.316776969327291
9,11.30749976748512
